Order ID,Date,Customer ID,Product Category,Product Name,Quantity Sold,Unit Price,Payment Method,Shipping Region,Order Status,Total Sales
ORD100432,2024-04-04 12:06:11.610782,CUST2453,Beauty & Health,Product 25,3,209.41,Gift Card,South America,Pending,628.23
ORD100433,2024-05-10 12:06:11.610782,CUST4091,Beauty & Health,Product 32,4,105.92,PAYPAL,Africa,Cancelled,423.68
ORD100434,2024-09-03 12:06:11.610782,CUST1442,Sports & Outdoors,,9,378.12,Bank Transfer,Asia,Cancelled,3403.08
ORD100435,2024-05-30 12:06:11.610782,CUST7463,Sports & Outdoors,Product 41,2,260.7,creditcard,Africa,Completed,521.4
ORD100436,2024-06-02 12:06:11.610782,CUST2557,,Product 43,6,293.31,creditcard,Asia,Completed,1759.86
ORD100437,2024-10-24 12:06:11.610782,CUST9358,CLOTHING,Product 2,10,81.97,Gift Card,South America,Completed,819.7
ORD100438,2024-03-13 12:06:11.610782,CUST2710,Beauty & Health,Product 50,5,340.47,Gift Card,Asia,Pending,1702.35
ORD100439,2024-05-02 12:06:11.610782,CUST3137,Sports & Outdoors,Product 5,8,193.18,PAYPAL,Europe,Pending,1545.44
ORD100440,2024-08-29 12:06:11.610782,CUST8357,electronics,Product 36,5,185.79,PAYPAL,South America,Pending,928.95
ORD100441,2024-08-21 12:06:11.610782,CUST5598,home-kitchen,Product 48,7,35.0,PAYPAL,North America,Completed,245.0
ORD100442,2024-12-18 12:06:11.610782,CUST2519,Sports & Outdoors,Product 35,2,16.11,creditcard,North America,Completed,32.22
ORD100443,2024-12-11 12:06:11.610782,CUST8713,home-kitchen,Product 42,9,448.14,creditcard,Europe,Pending,4033.26
ORD100444,2024-10-24 12:06:11.610782,CUST9946,Sports & Outdoors,Product 14,9,335.15,Bank Transfer,Asia,Pending,3016.35
ORD100445,2024-03-13 12:06:11.610782,CUST5328,CLOTHING,Product 13,8,412.91,Gift Card,Europe,Cancelled,3303.28
ORD100446,2025-02-18 12:06:11.610782,CUST7675,home-kitchen,Product 28,10,497.23,creditcard,Africa,Pending,4972.3
ORD100447,2024-08-28 12:06:11.610782,CUST1084,electronics,Product 26,1,153.68,,Europe,Cancelled,153.68
ORD100448,2024-05-17 12:06:11.610782,CUST2013,CLOTHING,Product 27,3,394.46,creditcard,South America,Completed,1183.38
ORD100449,2024-04-08 12:06:11.610782,CUST6613,Beauty & Health,Product 1,6,404.34,Gift Card,North America,Cancelled,2426.04
ORD100450,2024-04-04 12:06:11.610782,CUST6393,Beauty & Health,Product 11,2,85.29,PAYPAL,South America,Pending,170.58
ORD100451,2024-08-30 12:06:11.610782,CUST8188,Sports & Outdoors,Product 45,3,414.07,Bank Transfer,Africa,Pending,1242.21
ORD100452,2024-03-23 12:06:11.610782,CUST4734,Beauty & Health,Product 16,7,311.02,PAYPAL,Europe,Pending,2177.14
ORD100453,2024-12-18 12:06:11.610782,CUST9862,home-kitchen,Product 46,10,63.6,Bank Transfer,Europe,Pending,636.0
ORD100454,2024-04-17 12:06:11.610782,CUST9012,CLOTHING,Product 47,5,467.04,creditcard,Africa,Completed,2335.2
ORD100455,2024-10-03 12:06:11.610782,CUST6419,CLOTHING,Product 33,6,74.52,PAYPAL,South America,Pending,447.12
ORD100456,2024-03-25 12:06:11.610782,CUST1921,,Product 39,7,488.64,,Africa,Cancelled,3420.48
ORD100457,2025-01-17 12:06:11.610782,CUST4267,CLOTHING,Product 16,3,466.64,creditcard,North America,Cancelled,1399.92
ORD100458,2024-03-02 12:06:11.610782,CUST7665,Beauty & Health,Product 14,9,282.25,Bank Transfer,Europe,Pending,2540.25
ORD100459,2024-08-18 12:06:11.610782,CUST1386,Beauty & Health,Product 38,2,91.47,Gift Card,Africa,Cancelled,182.94
ORD100460,2024-04-16 12:06:11.610782,CUST5515,electronics,Product 32,7,165.92,PAYPAL,Europe,Completed,1161.44
ORD100461,2025-01-23 12:06:11.610782,CUST2200,,Product 29,4,148.88,PAYPAL,North America,Cancelled,595.52
ORD100462,2024-11-12 12:06:11.610782,CUST8231,CLOTHING,Product 9,1,146.39,Gift Card,South America,Cancelled,146.39
ORD100463,2024-03-26 12:06:11.610782,CUST7226,CLOTHING,Product 41,4,494.88,PAYPAL,North America,Completed,1979.52
ORD100464,2024-09-19 12:06:11.610782,CUST1245,Beauty & Health,Product 15,7,187.84,creditcard,Africa,Cancelled,1314.88
ORD100465,2024-04-08 12:06:11.610782,CUST7137,Beauty & Health,Product 4,1,348.39,creditcard,Asia,Pending,348.39
ORD100466,2024-02-25 12:06:11.610782,CUST6996,home-kitchen,Product 40,7,307.2,PAYPAL,North America,Completed,2150.4
ORD100467,2024-10-16 12:06:11.610782,CUST1055,Sports & Outdoors,Product 41,2,398.02,Gift Card,Asia,Cancelled,796.04
ORD100468,2024-03-08 12:06:11.610782,CUST9356,Sports & Outdoors,Product 20,7,349.03,PAYPAL,Europe,Pending,2443.21
ORD100469,2024-09-28 12:06:11.610782,CUST3707,Sports & Outdoors,Product 32,8,202.08,,North America,Completed,1616.64
ORD100470,2024-04-05 12:06:11.610782,CUST3830,home-kitchen,Product 37,6,204.64,Gift Card,Europe,Completed,1227.84
ORD100471,2024-05-16 12:06:11.610782,CUST4992,Beauty & Health,Product 42,8,293.34,Bank Transfer,,Pending,2346.72
ORD100472,2024-05-30 12:06:11.610782,CUST2649,,Product 44,4,107.84,creditcard,South America,Cancelled,431.36
ORD100473,2024-11-11 12:06:11.610782,CUST7694,CLOTHING,Product 26,3,139.21,Gift Card,Europe,Completed,417.63
ORD100474,2024-09-21 12:06:11.610782,CUST1252,Beauty & Health,Product 2,6,254.12,PAYPAL,South America,Pending,1524.72
ORD100475,2024-06-12 12:06:11.610782,CUST9040,,Product 29,10,294.13,creditcard,South America,Completed,2941.3
ORD100476,2024-07-28 12:06:11.610782,CUST1963,Beauty & Health,Product 24,8,470.3,creditcard,Asia,Completed,3762.4
ORD100477,2024-07-05 12:06:11.610782,CUST1160,Beauty & Health,Product 9,8,493.09,PAYPAL,Asia,Cancelled,3944.72
ORD100478,2024-08-25 12:06:11.610782,CUST1058,electronics,Product 1,7,40.47,PAYPAL,North America,Cancelled,283.29
ORD100479,2025-01-24 12:06:11.610782,CUST4744,,Product 41,8,494.85,Gift Card,Asia,Cancelled,3958.8
ORD100480,2024-08-07 12:06:11.610782,CUST3197,Beauty & Health,Product 44,2,338.31,creditcard,North America,,676.62
ORD100481,2024-05-01 12:06:11.610782,CUST2483,home-kitchen,Product 13,2,204.07,Bank Transfer,Asia,Pending,408.14
ORD100482,2024-05-03 12:06:11.610782,CUST9609,Beauty & Health,Product 24,7,387.89,PAYPAL,,Pending,2715.23
ORD100483,2024-03-05 12:06:11.610782,CUST8483,electronics,Product 48,10,199.74,Bank Transfer,,Completed,1997.4
ORD100484,2025-02-06 12:06:11.610782,CUST8107,CLOTHING,Product 42,7,52.23,Gift Card,North America,Cancelled,365.61
ORD100485,2025-01-13 12:06:11.610782,CUST1408,home-kitchen,Product 8,6,473.61,Gift Card,Asia,Pending,2841.66
ORD100486,2024-05-12 12:06:11.610782,CUST9484,home-kitchen,Product 49,4,275.21,Gift Card,North America,Completed,1100.84
ORD100487,2025-01-29 12:06:11.610782,CUST8667,home-kitchen,Product 17,5,466.61,Bank Transfer,South America,Cancelled,2333.05
ORD100488,2024-04-12 12:06:11.610782,CUST6612,CLOTHING,Product 23,10,454.16,creditcard,Asia,Pending,4541.6
ORD100489,2025-02-09 12:06:11.610782,CUST3741,CLOTHING,Product 46,6,419.63,PAYPAL,South America,Completed,2517.78
ORD100490,2024-11-29 12:06:11.610782,CUST8921,CLOTHING,Product 17,6,84.72,Bank Transfer,Asia,,508.32
ORD100491,2024-09-11 12:06:11.610782,,home-kitchen,Product 35,9,247.83,Gift Card,Africa,Cancelled,2230.47
ORD100492,2024-11-05 12:06:11.610782,CUST7445,Beauty & Health,Product 7,4,190.92,Gift Card,Europe,Cancelled,763.68
ORD100493,2024-09-28 12:06:11.610782,,CLOTHING,Product 47,6,347.8,Gift Card,North America,Pending,2086.8
ORD100494,2024-04-04 12:06:11.610782,CUST7055,Beauty & Health,,2,384.28,PAYPAL,North America,Cancelled,768.56
ORD100495,2025-02-05 12:06:11.610782,CUST2633,Sports & Outdoors,Product 17,10,11.96,PAYPAL,South America,Cancelled,119.6
ORD100496,2024-07-23 12:06:11.610782,CUST7774,Sports & Outdoors,Product 31,9,361.84,creditcard,South America,Completed,3256.56
ORD100497,2024-08-31 12:06:11.610782,CUST7900,electronics,Product 15,6,95.34,,South America,Pending,572.04
ORD100498,2025-01-24 12:06:11.610782,,CLOTHING,Product 11,2,290.65,PAYPAL,Africa,Completed,581.3
ORD100499,2024-05-30 12:06:11.610782,CUST5293,home-kitchen,Product 45,3,425.78,creditcard,Africa,Pending,1277.34
ORD100500,2024-05-08 12:06:11.610782,CUST5419,Beauty & Health,Product 40,9,287.31,Gift Card,North America,Completed,2585.79
ORD100501,2024-06-24 12:06:11.610782,CUST8179,Beauty & Health,Product 40,10,465.04,Gift Card,North America,Cancelled,4650.4
ORD100502,2025-01-03 12:06:11.610782,CUST8852,home-kitchen,Product 13,10,484.64,PAYPAL,Asia,Cancelled,4846.4
ORD100503,2024-06-21 12:06:11.610782,CUST8876,home-kitchen,Product 4,6,27.23,Gift Card,Africa,Cancelled,163.38
ORD100504,2024-11-01 12:06:11.610782,CUST3438,home-kitchen,Product 41,1,227.05,creditcard,Asia,Pending,227.05
ORD100505,2024-08-01 12:06:11.610782,CUST3770,electronics,Product 9,1,339.14,creditcard,North America,Cancelled,339.14
ORD100506,2024-10-22 12:06:11.610782,CUST3865,CLOTHING,Product 49,2,329.14,Gift Card,Asia,Completed,658.28
ORD100507,2024-03-19 12:06:11.610782,CUST1652,Sports & Outdoors,Product 24,4,123.96,Gift Card,South America,Cancelled,495.84
ORD100508,2024-08-09 12:06:11.610782,CUST6798,Sports & Outdoors,Product 42,9,241.69,,South America,Pending,2175.21
ORD100509,2024-12-22 12:06:11.610782,CUST3389,Beauty & Health,Product 41,8,50.41,Bank Transfer,Asia,Cancelled,403.28
ORD100510,2024-07-20 12:06:11.610782,CUST7033,home-kitchen,Product 4,1,355.42,PAYPAL,Asia,Pending,355.42
ORD100511,2024-11-10 12:06:11.610782,CUST1885,Beauty & Health,Product 15,4,444.78,creditcard,Africa,Pending,1779.12
ORD100512,2024-11-26 12:06:11.610782,CUST1839,electronics,Product 46,5,196.02,creditcard,South America,Pending,980.1
ORD100513,2025-01-23 12:06:11.610782,CUST5984,Sports & Outdoors,Product 26,4,202.16,Bank Transfer,North America,Completed,808.64
ORD100514,2024-12-10 12:06:11.610782,CUST4492,home-kitchen,Product 25,7,27.93,Gift Card,Europe,Cancelled,195.51
ORD100515,2024-07-14 12:06:11.610782,CUST8024,home-kitchen,Product 27,8,103.56,Bank Transfer,South America,Cancelled,828.48
ORD100516,2024-08-11 12:06:11.610782,CUST6504,Beauty & Health,Product 34,10,268.4,creditcard,Africa,Completed,2684.0
ORD100517,2024-07-29 12:06:11.610782,CUST7584,home-kitchen,,2,324.81,creditcard,Asia,Completed,649.62
ORD100518,2024-07-06 12:06:11.610782,CUST4161,Beauty & Health,Product 35,8,239.28,creditcard,Africa,Cancelled,1914.24
ORD100519,2024-06-06 12:06:11.610782,CUST5522,electronics,Product 25,6,162.26,PAYPAL,,Cancelled,973.56
ORD100520,2024-09-20 12:06:11.610782,CUST7614,home-kitchen,Product 28,4,476.49,Gift Card,Europe,Pending,1905.96
ORD100521,2024-09-29 12:06:11.610782,CUST7424,Beauty & Health,Product 1,3,333.93,PAYPAL,Africa,Completed,1001.79
ORD100522,2024-09-16 12:06:11.610782,CUST5294,,Product 45,1,311.22,PAYPAL,North America,Pending,311.22
ORD100523,2024-06-19 12:06:11.610782,CUST1671,electronics,Product 2,9,10.45,creditcard,Africa,Cancelled,94.05
ORD100524,2024-03-15 12:06:11.610782,CUST7252,Beauty & Health,Product 4,7,470.32,Gift Card,Asia,Pending,3292.24
ORD100525,2025-01-09 12:06:11.610782,,home-kitchen,Product 38,8,478.48,Gift Card,Africa,Cancelled,3827.84
ORD100526,2024-10-09 12:06:11.610782,CUST6440,electronics,Product 37,1,11.17,Bank Transfer,Europe,Cancelled,11.17
ORD100527,2024-07-04 12:06:11.610782,CUST4630,electronics,,6,271.97,PAYPAL,North America,Cancelled,1631.82
ORD100528,2024-07-21 12:06:11.610782,CUST5903,Sports & Outdoors,Product 19,1,346.53,Bank Transfer,North America,Pending,346.53
ORD100529,2024-10-13 12:06:11.610782,CUST4053,electronics,Product 31,6,466.7,Gift Card,Asia,Completed,2800.2
ORD100530,2025-02-20 12:06:11.610782,CUST2094,Sports & Outdoors,Product 2,1,164.81,Bank Transfer,Africa,Pending,164.81
ORD100531,2024-07-08 12:06:11.610782,CUST4781,home-kitchen,Product 49,6,203.41,Bank Transfer,Europe,Cancelled,1220.46
ORD100532,2024-10-11 12:06:11.610782,CUST9893,Beauty & Health,Product 18,5,182.86,Gift Card,Asia,Pending,914.3
ORD100533,2025-02-14 12:06:11.610782,CUST5423,electronics,Product 2,8,51.5,PAYPAL,South America,Pending,412.0
ORD100534,2024-03-22 12:06:11.610782,CUST1081,Sports & Outdoors,Product 9,3,393.19,PAYPAL,North America,Completed,1179.57
ORD100535,2024-04-25 12:06:11.610782,CUST9500,Beauty & Health,Product 10,7,89.13,creditcard,North America,Cancelled,623.91
ORD100536,2024-04-02 12:06:11.610782,CUST5041,electronics,Product 6,9,202.75,creditcard,Europe,Cancelled,1824.75
ORD100537,2024-08-06 12:06:11.610782,CUST6208,Sports & Outdoors,Product 31,5,481.4,Gift Card,Africa,Cancelled,2407.0
ORD100538,2024-04-01 12:06:11.610782,CUST6667,electronics,Product 32,4,242.17,Gift Card,North America,Cancelled,968.68
ORD100539,2024-11-01 12:06:11.610782,CUST4178,Beauty & Health,Product 32,9,84.93,PAYPAL,Africa,Completed,764.37
ORD100540,2024-04-25 12:06:11.610782,CUST9388,CLOTHING,Product 38,1,25.91,creditcard,North America,Cancelled,25.91
ORD100541,2024-05-17 12:06:11.610782,CUST4186,Sports & Outdoors,Product 31,8,140.3,Bank Transfer,Europe,Completed,1122.4
ORD100542,2024-06-09 12:06:11.610782,CUST7966,home-kitchen,Product 32,4,83.8,Gift Card,Europe,Pending,335.2
ORD100543,2025-02-17 12:06:11.610782,CUST5601,Sports & Outdoors,Product 29,4,254.83,creditcard,South America,Cancelled,1019.32
ORD100544,2024-11-18 12:06:11.610782,CUST3261,electronics,Product 36,7,227.45,creditcard,South America,Completed,1592.15
ORD100545,2025-01-01 12:06:11.610782,CUST7420,Sports & Outdoors,Product 40,8,455.79,Gift Card,Europe,Pending,3646.32
ORD100546,2024-09-28 12:06:11.610782,CUST2874,Sports & Outdoors,Product 1,9,429.44,Bank Transfer,Asia,Pending,3864.96
ORD100547,2024-06-23 12:06:11.610782,CUST2309,electronics,Product 3,7,21.23,,Asia,Completed,148.61
ORD100548,2024-03-01 12:06:11.610782,CUST9210,home-kitchen,Product 26,10,481.8,Gift Card,Africa,Completed,4818.0
ORD100549,2024-08-09 12:06:11.610782,CUST8532,Sports & Outdoors,Product 21,5,460.42,PAYPAL,North America,Pending,2302.1
ORD100550,2024-10-08 12:06:11.610782,CUST2403,Sports & Outdoors,Product 43,6,181.43,creditcard,South America,Cancelled,1088.58
ORD100551,2025-01-30 12:06:11.610782,CUST2081,CLOTHING,Product 8,1,406.3,PAYPAL,North America,Cancelled,406.3
ORD100552,2024-04-06 12:06:11.610782,CUST3254,electronics,Product 43,5,277.78,Bank Transfer,Europe,Pending,1388.9
ORD100553,2024-05-12 12:06:11.610782,CUST7282,Beauty & Health,Product 16,4,108.16,PAYPAL,Europe,Pending,432.64
ORD100554,2024-03-18 12:06:11.610782,CUST7006,Sports & Outdoors,Product 38,8,147.41,Gift Card,Europe,Cancelled,1179.28
ORD100555,2024-06-29 12:06:11.610782,CUST5488,Sports & Outdoors,Product 25,4,62.41,Bank Transfer,Africa,Completed,249.64
ORD100556,2024-07-21 12:06:11.610782,CUST6812,Beauty & Health,Product 47,7,356.49,Bank Transfer,Europe,Cancelled,2495.43
ORD100557,2025-01-06 12:06:11.610782,CUST3185,home-kitchen,Product 48,9,87.3,creditcard,Africa,Cancelled,785.7
ORD100558,2024-12-07 12:06:11.610782,CUST6021,Beauty & Health,Product 41,7,375.44,PAYPAL,North America,Completed,2628.08
ORD100559,2024-04-17 12:06:11.610782,CUST4663,Sports & Outdoors,Product 30,5,334.05,Gift Card,South America,,1670.25
ORD100560,2024-12-16 12:06:11.610782,CUST1621,Sports & Outdoors,Product 27,3,273.84,PAYPAL,South America,Completed,821.52
ORD100561,2024-03-27 12:06:11.610782,CUST6112,electronics,Product 18,6,185.6,Bank Transfer,North America,Cancelled,1113.6
ORD100562,2025-01-28 12:06:11.610782,CUST4310,home-kitchen,Product 37,5,225.16,Bank Transfer,Asia,,1125.8
ORD100563,2025-01-11 12:06:11.610782,CUST7260,home-kitchen,Product 3,9,491.67,PAYPAL,Europe,Cancelled,4425.03
ORD100564,2024-06-20 12:06:11.610782,CUST3517,Sports & Outdoors,Product 38,3,168.62,creditcard,Asia,Cancelled,505.86
ORD100565,2024-06-10 12:06:11.610782,CUST8832,electronics,Product 31,8,225.89,creditcard,South America,Completed,1807.12
ORD100566,2024-12-16 12:06:11.610782,CUST8675,Beauty & Health,Product 18,10,492.83,creditcard,Europe,Completed,4928.3
ORD100567,2024-09-25 12:06:11.610782,CUST5147,electronics,Product 26,3,492.99,PAYPAL,Africa,Completed,1478.97
ORD100568,2024-03-27 12:06:11.610782,CUST8699,CLOTHING,Product 3,4,337.15,Gift Card,Africa,Cancelled,1348.6
ORD100569,2025-02-08 12:06:11.610782,CUST6376,CLOTHING,Product 30,2,70.16,Gift Card,South America,Completed,140.32
ORD100570,2024-03-19 12:06:11.610782,CUST4868,,Product 16,2,265.53,PAYPAL,Europe,Cancelled,531.06
ORD100571,2024-03-10 12:06:11.610782,CUST4773,electronics,Product 48,6,338.11,,North America,Pending,2028.66
ORD100572,2024-07-24 12:06:11.610782,CUST5491,Sports & Outdoors,Product 7,1,203.74,Gift Card,South America,Completed,203.74
ORD100573,2024-07-03 12:06:11.610782,CUST9402,Beauty & Health,Product 32,5,125.92,creditcard,Africa,Pending,629.6
ORD100574,2024-03-21 12:06:11.610782,CUST9952,Sports & Outdoors,Product 41,9,283.12,creditcard,Asia,Cancelled,2548.08
ORD100575,2024-07-09 12:06:11.610782,,electronics,Product 32,1,463.96,creditcard,Europe,,463.96
ORD100576,2025-01-14 12:06:11.610782,CUST1191,CLOTHING,Product 49,4,275.35,Bank Transfer,,Cancelled,1101.4
ORD100577,2025-02-06 12:06:11.610782,CUST2733,home-kitchen,Product 12,5,475.6,Gift Card,Asia,Completed,2378.0
ORD100578,2024-12-24 12:06:11.610782,CUST5611,CLOTHING,Product 44,4,397.06,PAYPAL,Europe,Completed,1588.24
ORD100579,2024-09-21 12:06:11.610782,CUST3437,electronics,Product 27,7,288.45,PAYPAL,South America,Completed,2019.15
ORD100580,2024-07-11 12:06:11.610782,CUST9487,home-kitchen,Product 7,1,414.26,Gift Card,,Completed,414.26
ORD100581,2024-04-23 12:06:11.610782,CUST6612,Sports & Outdoors,Product 8,2,243.58,PAYPAL,South America,Pending,487.16
ORD100582,2024-07-21 12:06:11.610782,CUST6889,CLOTHING,Product 28,7,84.84,Bank Transfer,,Cancelled,593.88
ORD100583,2024-09-06 12:06:11.610782,CUST2994,,Product 39,6,251.92,PAYPAL,South America,Cancelled,1511.52
ORD100584,2024-09-11 12:06:11.610782,CUST9003,Sports & Outdoors,Product 45,5,230.98,,North America,Cancelled,1154.9
ORD100585,2024-09-14 12:06:11.610782,CUST8188,Sports & Outdoors,Product 5,4,93.19,Bank Transfer,North America,Pending,372.76
ORD100586,2024-06-07 12:06:11.610782,CUST1021,electronics,Product 18,1,140.0,,Asia,Cancelled,140.0
ORD100587,2024-11-19 12:06:11.610782,,home-kitchen,Product 14,9,431.07,creditcard,Europe,Pending,3879.63
ORD100588,2024-09-09 12:06:11.610782,CUST3808,CLOTHING,Product 41,4,479.02,creditcard,Africa,Completed,1916.08
ORD100589,2024-08-12 12:06:11.610782,CUST8812,Beauty & Health,Product 9,5,357.21,PAYPAL,North America,Pending,1786.05
ORD100590,2024-12-08 12:06:11.610782,,home-kitchen,Product 42,3,421.45,Gift Card,South America,Completed,1264.35
ORD100591,2025-02-08 12:06:11.610782,CUST1895,CLOTHING,Product 40,1,13.79,Bank Transfer,Asia,Completed,13.79
ORD100592,2024-08-26 12:06:11.610782,CUST2078,CLOTHING,Product 8,3,497.2,Gift Card,Asia,Cancelled,1491.6
ORD100593,2024-12-02 12:06:11.610782,CUST2971,electronics,Product 34,8,15.46,Gift Card,North America,Completed,123.68
ORD100594,2024-12-28 12:06:11.610782,CUST1583,Beauty & Health,Product 9,8,27.18,Gift Card,North America,Completed,217.44
ORD100595,2024-07-08 12:06:11.610782,,Sports & Outdoors,Product 43,8,127.2,Bank Transfer,South America,Completed,1017.6
ORD100596,2024-08-19 12:06:11.610782,,Sports & Outdoors,Product 31,4,334.34,Gift Card,North America,Pending,1337.36
ORD100597,2024-03-09 12:06:11.610782,CUST6420,Beauty & Health,Product 44,5,181.02,Bank Transfer,Europe,Pending,905.1
ORD100598,2024-10-17 12:06:11.610782,CUST5736,home-kitchen,Product 43,6,220.54,Gift Card,South America,Cancelled,1323.24
ORD100599,2024-09-12 12:06:11.610782,CUST9082,CLOTHING,,1,428.16,creditcard,,Completed,428.16
ORD100600,2024-03-16 12:06:11.610782,CUST6377,electronics,Product 1,4,322.14,PAYPAL,Europe,Cancelled,1288.56
ORD100601,2024-08-21 12:06:11.610782,CUST7957,Beauty & Health,Product 37,7,413.53,Bank Transfer,Asia,Completed,2894.71
ORD100602,2025-01-14 12:06:11.610782,CUST8934,Beauty & Health,Product 10,8,386.78,Gift Card,Europe,Pending,3094.24
ORD100603,2024-05-11 12:06:11.610782,CUST3775,electronics,Product 23,7,49.6,Bank Transfer,Europe,Pending,347.2
ORD100604,2024-06-03 12:06:11.610782,CUST8094,electronics,Product 33,3,178.65,PAYPAL,Europe,Cancelled,535.95
ORD100605,2025-02-02 12:06:11.610782,CUST4559,Sports & Outdoors,Product 22,4,335.96,creditcard,South America,Cancelled,1343.84
ORD100606,2024-09-11 12:06:11.610782,,CLOTHING,Product 30,8,372.98,Gift Card,Europe,Pending,2983.84
ORD100607,2024-04-27 12:06:11.610782,CUST7760,Beauty & Health,Product 46,1,257.96,Gift Card,North America,Cancelled,257.96
ORD100608,2024-10-27 12:06:11.610782,CUST8689,Beauty & Health,Product 5,8,365.81,Bank Transfer,Asia,Pending,2926.48
ORD100609,2024-05-01 12:06:11.610782,CUST8424,home-kitchen,Product 10,3,71.06,creditcard,North America,Completed,213.18
ORD100610,2024-03-22 12:06:11.610782,CUST6619,home-kitchen,Product 31,4,234.67,Gift Card,Africa,Pending,938.68
ORD100611,2024-03-26 12:06:11.610782,CUST6392,electronics,Product 18,10,273.85,,Europe,Cancelled,2738.5
ORD100612,2024-05-30 12:06:11.610782,CUST9612,home-kitchen,Product 42,10,190.03,Gift Card,North America,Completed,1900.3
ORD100613,2025-01-05 12:06:11.610782,CUST3641,electronics,Product 43,10,76.32,PAYPAL,Europe,Cancelled,763.2
ORD100614,2024-07-28 12:06:11.610782,CUST9252,Beauty & Health,Product 22,4,351.16,creditcard,South America,Completed,1404.64
ORD100615,2025-01-26 12:06:11.610782,CUST2189,CLOTHING,Product 30,5,281.75,PAYPAL,Asia,Pending,1408.75
ORD100616,2024-11-19 12:06:11.610782,CUST2373,CLOTHING,,1,406.16,creditcard,South America,Pending,406.16
ORD100617,2024-02-25 12:06:11.610782,CUST7297,home-kitchen,Product 19,2,67.42,,North America,Pending,134.84
ORD100618,2024-10-02 12:06:11.610782,CUST4550,home-kitchen,Product 31,6,43.45,creditcard,South America,Cancelled,260.7
ORD100619,2024-05-21 12:06:11.610782,CUST3773,Sports & Outdoors,Product 16,6,472.2,PAYPAL,North America,Cancelled,2833.2
ORD100620,2024-08-20 12:06:11.610782,CUST6447,Beauty & Health,Product 30,9,244.52,Bank Transfer,South America,Completed,2200.68
ORD100621,2024-10-04 12:06:11.610782,CUST3865,Beauty & Health,Product 14,9,139.15,creditcard,Asia,Cancelled,1252.35
ORD100622,2024-05-01 12:06:11.610782,CUST8095,electronics,Product 9,4,235.75,creditcard,South America,Pending,943.0
ORD100623,2024-09-21 12:06:11.610782,CUST3592,Beauty & Health,Product 23,8,89.12,Bank Transfer,Asia,Completed,712.96
ORD100624,2025-01-17 12:06:11.610782,CUST5042,Beauty & Health,Product 12,8,134.57,creditcard,,Cancelled,1076.56
ORD100625,2024-10-15 12:06:11.610782,CUST3820,Sports & Outdoors,Product 18,9,223.23,PAYPAL,Europe,Cancelled,2009.07
ORD100626,2024-11-25 12:06:11.610782,CUST3508,home-kitchen,Product 31,6,275.18,Bank Transfer,,Cancelled,1651.08
ORD100627,2024-03-29 12:06:11.610782,CUST6014,,Product 12,6,201.14,Gift Card,Africa,Cancelled,1206.84
ORD100628,2024-06-24 12:06:11.610782,CUST4021,Beauty & Health,Product 46,5,392.07,Bank Transfer,Europe,Completed,1960.35
ORD100629,2024-12-30 12:06:11.610782,CUST4266,Beauty & Health,,4,268.26,PAYPAL,North America,Cancelled,1073.04
ORD100630,2024-07-15 12:06:11.610782,CUST7417,electronics,Product 18,1,346.93,creditcard,,Completed,346.93
ORD100631,2024-05-18 12:06:11.610782,CUST7305,home-kitchen,Product 17,8,339.38,Gift Card,,Completed,2715.04
ORD100632,2024-09-09 12:06:11.610782,CUST7817,Sports & Outdoors,Product 35,6,105.22,Gift Card,North America,Cancelled,631.32
ORD100633,2024-07-20 12:06:11.610782,CUST1905,electronics,Product 50,5,167.32,PAYPAL,North America,Cancelled,836.6
ORD100634,2024-09-17 12:06:11.610782,CUST2850,CLOTHING,Product 6,7,13.42,creditcard,Europe,Pending,93.94
ORD100635,2024-12-21 12:06:11.610782,CUST3662,home-kitchen,Product 24,6,267.46,PAYPAL,Africa,Cancelled,1604.76
ORD100636,2024-05-29 12:06:11.610782,CUST8470,home-kitchen,Product 27,6,273.09,PAYPAL,South America,Completed,1638.54
ORD100637,2024-09-19 12:06:11.610782,CUST9583,home-kitchen,Product 35,4,337.73,,Africa,Cancelled,1350.92
ORD100638,2024-09-08 12:06:11.610782,CUST3456,,Product 12,1,16.6,,South America,Cancelled,16.6
ORD100639,2024-03-17 12:06:11.610782,CUST5065,Beauty & Health,Product 44,2,255.25,PAYPAL,South America,Completed,510.5
ORD100640,2024-09-14 12:06:11.610782,CUST8195,CLOTHING,Product 10,2,433.25,creditcard,North America,Completed,866.5
ORD100641,2024-08-13 12:06:11.610782,CUST1484,Beauty & Health,Product 28,6,29.47,Gift Card,Africa,Cancelled,176.82
ORD100642,2024-11-13 12:06:11.610782,CUST6805,,Product 29,2,356.54,creditcard,North America,Pending,713.08
ORD100643,2024-04-05 12:06:11.610782,CUST6817,home-kitchen,Product 29,2,398.86,Bank Transfer,South America,Completed,797.72
ORD100644,2024-04-24 12:06:11.610782,CUST6472,electronics,Product 35,5,219.24,creditcard,Asia,Pending,1096.2
ORD100645,2024-04-09 12:06:11.610782,CUST8711,Beauty & Health,Product 25,7,163.86,Gift Card,Europe,Completed,1147.02
ORD100646,2024-07-15 12:06:11.610782,CUST8154,Sports & Outdoors,Product 2,2,18.45,PAYPAL,Africa,Cancelled,36.9
ORD100647,2024-10-03 12:06:11.610782,CUST4128,CLOTHING,Product 33,9,467.48,PAYPAL,North America,Completed,4207.32
